Year,OrgSize,Industry,Experience,Title,Country,Salary
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",15,Cloud infrastructure engineer,Canada,
2023,"10,000 or more employees",,Less than 1 year,"Developer, front-end",Canada,78813.0
2023,2 to 9 employees,,13,"Developer, full-stack",Canada,55764.0
2023,,,,Other (please specify):,Canada,
2023,,,,"Developer, game or graphics",Canada,
2023,100 to 499 employees,,12,"Developer, desktop or enterprise applications",Canada,70634.0
2023,100 to 499 employees,Financial Services,17,"Developer, full-stack",Canada,81043.0
2023,2 to 9 employees,Advertising Services,20,"Developer, full-stack",Canada,
2023,20 to 99 employees,Wholesale,11,"Senior Executive (C-Suite, VP, etc.)",Canada,111527.0
2023,20 to 99 employees,Healthcare,10,"Developer, full-stack",Canada,111527.0
2023,500 to 999 employees,,5,Cloud infrastructure engineer,Canada,107810.0
2023,"Just me - I am a freelancer, sole proprietor, etc.",,35,"Developer, full-stack",Canada,
2023,100 to 499 employees,,15,"Developer, full-stack",Canada,78069.0
2023,,,,,Canada,
2023,"Just me - I am a freelancer, sole proprietor, etc.",,24,"Developer, front-end",Canada,13383.0
2023,,,,Student,Canada,
2023,2 to 9 employees,,,,Canada,
2023,500 to 999 employees,,7,"Developer, full-stack",Canada,89222.0
2023,10 to 19 employees,Insurance,7,"Developer, full-stack",Canada,100374.0
2023,100 to 499 employees,,5,"Developer, full-stack",Canada,167291.0
2023,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",7,"Developer, back-end",Canada,74351.0
2023,,,,"Developer, front-end",Canada,
2023,100 to 499 employees,,6,"Developer, game or graphics",Canada,71377.0
2023,,,,DevOps specialist,Canada,
2023,,,,"Developer, embedded applications or devices",Canada,
2023,100 to 499 employees,,23,"Developer, full-stack",Canada,111527.0
2023,"10,000 or more employees",,13,"Developer, back-end",Canada,
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",Less than 1 year,"Developer, full-stack",Canada,34945.0
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",7,"Developer, back-end",Canada,80300.0
2023,"5,000 to 9,999 employees",,8,"Developer, embedded applications or devices",Canada,94426.0
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",4,"Developer, full-stack",Canada,148703.0
2023,"10,000 or more employees",,2,"Developer, full-stack",Canada,66916.0
2023,10 to 19 employees,,10,"Developer, full-stack",Canada,
2023,20 to 99 employees,,9,"Developer, full-stack",Canada,78069.0
2023,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",13,Engineering manager,Canada,148703.0
2023,2 to 9 employees,Healthcare,13,"Developer, desktop or enterprise applications",Canada,118962.0
2023,20 to 99 employees,,11,"Developer, full-stack",Canada,
2023,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",15,Data scientist or machine learning specialist,Canada,148703.0
2023,100 to 499 employees,Oil & Gas,4,"Developer, back-end",Canada,107810.0
2023,"10,000 or more employees",,23,"Developer, full-stack",Canada,
2023,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",5,"Developer, embedded applications or devices",Canada,70634.0
2023,100 to 499 employees,,8,"Developer, full-stack",Canada,86991.0
2023,100 to 499 employees,,23,"Developer, front-end",Canada,
2023,"1,000 to 4,999 employees",,40,"Developer, full-stack",Canada,98144.0
2023,100 to 499 employees,Oil & Gas,8,"Developer, full-stack",Canada,148703.0
2023,2 to 9 employees,Other,6,"Developer, full-stack",Canada,44611.0
2023,,,,,Canada,
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",5,"Developer, full-stack",Canada,89222.0
2023,20 to 99 employees,Healthcare,5,"Developer, full-stack",Canada,
2023,10 to 19 employees,,2,Product manager,Canada,48328.0
2023,10 to 19 employees,Healthcare,15,"Developer, full-stack",Canada,
2023,100 to 499 employees,Financial Services,33,"Developer, back-end",Canada,167291.0
2023,,,,,Canada,
2023,"5,000 to 9,999 employees",,4,Cloud infrastructure engineer,Canada,92939.0
2023,100 to 499 employees,,6,"Developer, full-stack",Canada,66916.0
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",6,Product manager,Canada,78069.0
2023,"5,000 to 9,999 employees",Healthcare,20,"Developer, back-end",Canada,74351.0
2023,"10,000 or more employees",,10,Engineering manager,Canada,147959.0
2023,20 to 99 employees,,12,"Developer, front-end",Canada,
2023,,,,"Developer, front-end",Canada,
2023,"10,000 or more employees",Oil & Gas,23,"Developer, desktop or enterprise applications",Canada,55764.0
2023,"10,000 or more employees",Financial Services,9,"Developer, full-stack",Canada,89222.0
2023,"1,000 to 4,999 employees",Other,38,"Developer, back-end",Canada,
2023,,,22,,Canada,
2023,10 to 19 employees,Advertising Services,21,Engineering manager,Canada,165804.0
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",18,"Developer, game or graphics",Canada,104092.0
2023,"1,000 to 4,999 employees",,21,"Senior Executive (C-Suite, VP, etc.)",Canada,
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10,"Developer, full-stack",Canada,96657.0
2023,"10,000 or more employees",Financial Services,8,"Developer, back-end",Canada,85504.0
2023,20 to 99 employees,,6,"Developer, back-end",Canada,100374.0
2023,"Just me - I am a freelancer, sole proprietor, etc.",,4,"Developer, game or graphics",Canada,
2023,"1,000 to 4,999 employees",,5,"Developer, front-end",Canada,60708.0
2023,"10,000 or more employees",Advertising Services,3,Other (please specify):,Canada,130115.0
2023,,Higher Education,,Educator,Canada,
2023,10 to 19 employees,Other,10,"Developer, full-stack",Canada,126026.0
2023,,,,,Canada,
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",1,Data or business analyst,Canada,59481.0
2023,2 to 9 employees,Healthcare,6,"Developer, full-stack",Canada,47585.0
2023,"10,000 or more employees",,11,Security professional,Canada,141268.0
2023,I don’t know,,18,"Developer, back-end",Canada,
2023,100 to 499 employees,,13,"Developer, full-stack",Canada,115245.0
2023,"1,000 to 4,999 employees",Financial Services,15,"Developer, back-end",Canada,89222.0
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5,"Developer, back-end",Canada,
2023,"5,000 to 9,999 employees",,14,"Developer, full-stack",Canada,118962.0
2023,100 to 499 employees,Oil & Gas,15,"Developer, full-stack",Canada,133833.0
2023,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",11,"Developer, back-end",Canada,141268.0
2023,"1,000 to 4,999 employees",Oil & Gas,27,"Developer, desktop or enterprise applications",Canada,104092.0
2023,"10,000 or more employees",,5,Data scientist or machine learning specialist,Canada,
2023,20 to 99 employees,Other,28,"Developer, desktop or enterprise applications",Canada,126397.0
2023,"10,000 or more employees",,9,"Developer, full-stack",Canada,
2023,2 to 9 employees,Healthcare,3,"Developer, game or graphics",Canada,37176.0
2023,"10,000 or more employees",,17,Data or business analyst,Canada,
2023,,,14,Designer,Canada,
2023,,,,"Developer, full-stack",Canada,
2023,500 to 999 employees,,12,"Developer, game or graphics",Canada,130115.0
2023,100 to 499 employees,,3,"Developer, full-stack",Canada,53533.0
2023,100 to 499 employees,,3,"Developer, full-stack",Canada,53905.0
2023,100 to 499 employees,,35,"Developer, full-stack",Canada,118962.0
2023,,,,"Developer, full-stack",Canada,
2023,2 to 9 employees,,16,"Developer, full-stack",Canada,89222.0
2023,500 to 999 employees,,12,"Developer, full-stack",Canada,89222.0
2023,,,,Other (please specify):,Canada,
2023,,,,"Senior Executive (C-Suite, VP, etc.)",Canada,
2023,"Just me - I am a freelancer, sole proprietor, etc.",,17,DevOps specialist,Canada,148703.0
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",12,"Developer, back-end",Canada,171008.0
2023,100 to 499 employees,Other,6,"Developer, back-end",Canada,126397.0
2023,"10,000 or more employees",,12,"Developer, full-stack",Canada,
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10,Engineering manager,Canada,133833.0
2023,"1,000 to 4,999 employees",,3,"Developer, front-end",Canada,14870.0
2023,"Just me - I am a freelancer, sole proprietor, etc.",,15,"Developer, game or graphics",Canada,
2023,2 to 9 employees,,10,"Developer, full-stack",Canada,
2023,"10,000 or more employees",Healthcare,12,"Engineer, data",Canada,
2023,100 to 499 employees,,6,"Developer, back-end",Canada,142755.0
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",13,"Developer, desktop or enterprise applications",Canada,148703.0
2023,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",14,"Developer, full-stack",Canada,111527.0
2023,100 to 499 employees,,13,"Developer, front-end",Canada,104092.0
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",20,"Developer, game or graphics",Canada,297406.0
2023,,,,Engineering manager,Canada,
2023,,,,Student,Canada,
2023,10 to 19 employees,,28,"Developer, game or graphics",Canada,96657.0
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10,"Developer, front-end",Canada,96657.0
2023,20 to 99 employees,,6,Cloud infrastructure engineer,Canada,81787.0
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",1,Project manager,Canada,111527.0
2023,20 to 99 employees,,6,"Developer, front-end",Canada,66916.0
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",8,"Developer, full-stack",Canada,85504.0
2023,10 to 19 employees,Retail and Consumer Services,25,"Developer, back-end",Canada,223054.0
2023,"10,000 or more employees",,13,"Developer, full-stack",Canada,66916.0
2023,,,,"Developer, back-end",Canada,
2023,10 to 19 employees,Healthcare,12,"Developer, full-stack",Canada,111527.0
2023,10 to 19 employees,Legal Services,6,"Developer, full-stack",Canada,59481.0
2023,10 to 19 employees,,7,"Developer, full-stack",Canada,74351.0
2023,"1,000 to 4,999 employees",,28,"Developer, full-stack",Canada,89222.0
2023,"1,000 to 4,999 employees",Higher Education,3,Other (please specify):,Canada,
2023,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",1,"Developer, desktop or enterprise applications",Canada,
2023,,,,,Canada,
2023,2 to 9 employees,,32,"Developer, front-end",Canada,148703.0
2023,"10,000 or more employees",,5,"Developer, full-stack",Canada,
2023,"Just me - I am a freelancer, sole proprietor, etc.",,16,"Developer, full-stack",Canada,148703.0
2023,"Just me - I am a freelancer, sole proprietor, etc.",,18,"Developer, full-stack",Canada,
2023,100 to 499 employees,,20,"Developer, full-stack",Canada,74351.0
2023,"1,000 to 4,999 employees",,8,"Developer, full-stack",Canada,66916.0
2023,20 to 99 employees,,6,"Developer, full-stack",Canada,
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5,"Developer, mobile",Canada,94426.0
2023,10 to 19 employees,,27,"Developer, back-end",Canada,81787.0
2023,,,,Other (please specify):,Canada,
2023,,,,,Canada,
2023,,,,,Canada,
2023,2 to 9 employees,,5,"Developer, full-stack",Canada,33458.0
2023,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",3,Research & Development role,Canada,65058.0
2023,2 to 9 employees,,4,Data scientist or machine learning specialist,Canada,
2023,100 to 499 employees,,10,Security professional,Canada,
2023,"Just me - I am a freelancer, sole proprietor, etc.",,4,"Developer, full-stack",Canada,47585.0
2023,2 to 9 employees,,7,"Developer, full-stack",Canada,
2023,20 to 99 employees,,12,"Developer, full-stack",Canada,
2023,100 to 499 employees,,8,"Developer, full-stack",Canada,
2023,,,,"Developer, back-end",Canada,
2023,500 to 999 employees,,20,DevOps specialist,Canada,111527.0
2023,2 to 9 employees,Other,3,"Developer, front-end",Canada,59481.0
2023,,,,Other (please specify):,Canada,
2023,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",4,Cloud infrastructure engineer,Canada,127513.0
2023,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",6,DevOps specialist,Canada,111527.0
2023,100 to 499 employees,,12,"Developer, back-end",Canada,96657.0
2023,100 to 499 employees,,9,"Developer, front-end",Canada,163573.0
2023,"10,000 or more employees",Financial Services,12,"Developer, full-stack",Canada,185879.0
2023,"10,000 or more employees",Retail and Consumer Services,4,"Developer, full-stack",Canada,136063.0
2023,,,,DevOps specialist,Canada,
2023,20 to 99 employees,Legal Services,9,Engineering manager,Canada,141268.0
2023,500 to 999 employees,,21,"Developer, back-end",Canada,
2023,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",6,"Senior Executive (C-Suite, VP, etc.)",Canada,
2023,2 to 9 employees,Other,33,Other (please specify):,Canada,
2023,20 to 99 employees,,4,Research & Development role,Canada,64686.0
2023,20 to 99 employees,,12,"Developer, full-stack",Canada,55020.0
2023,,,24,Engineering manager,Canada,
2023,100 to 499 employees,Other,5,"Developer, full-stack",Canada,66916.0
2023,"10,000 or more employees",,11,"Developer, mobile",Canada,
2023,"10,000 or more employees",,7,"Developer, front-end",Canada,130859.0
2023,10 to 19 employees,,5,Research & Development role,Canada,
2023,100 to 499 employees,,35,"Developer, embedded applications or devices",Canada,95913.0
2023,"Just me - I am a freelancer, sole proprietor, etc.",,More than 50 years,,Canada,
2023,"1,000 to 4,999 employees",,4,"Developer, back-end",Canada,
2023,I don’t know,,6,"Developer, game or graphics",Canada,
